Request ID,URL,Start Time,End Time,Elapsed Time
0,www.example.com,1720107056.2981849,1720107058.777504,2.4793190956115723
2,www.example.com,1720107060.833787,1720107060.8340962,0.00030922889709472656
4,www.google.com,1720107064.481035,1720107066.807615,2.326580047607422
14,www.example.com,1720107074.124342,1720107074.124616,0.0002739429473876953
